vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status,Anomaly status
c80520d3-9693-49bb-8db7-2b7aabc937eb,31-01-2023 00:51,20.99630302,84.96740692,127.227011,250.4104056,3620,10.58079064,0.275689489,io,low,waiting,1
bf921bd2-117a-4301-9c70-d78d8761595f,18-01-2023 09:02,59.01671803,61.17620014,104.2982694,172.7518095,5156,20.48359439,0.027808016,io,high,waiting,1
12d9f143-ee0e-4aff-a2bb-2b438d37307b,13-01-2023 09:29,27.12664067,38.63491939,760.8848644,142.7842376,5563,9.161695906,0.12685051,compute,medium,running,1
3dcfba88-2229-448c-85f6-d5e3f3c10168,26-01-2023 20:37,88.76720001,6.912141187,921.5983818,263.0570287,43,,0.366469395,network,medium,completed,1
ece6a674-4b28-40d8-88f0-51fc94b1122a,16-01-2023 19:59,3.031092933,23.04420426,882.0110106,420.5851852,,3.492092001,0.205110754,network,,completed,1
c31f6bd3-cc6f-45ea-9572-1fcf85597a0a,23-01-2023 08:05,87.43475491,0.464118163,56.53824383,180.0527339,2598,60.53898623,0.161268855,io,high,completed,1
7125ae70-0517-4b88-845b-2cedea2e1053,07-01-2023 00:37,18.27300059,57.90652391,822.8578264,246.9316815,,41.01757096,0.177032074,compute,low,running,1
bb360fe8-81e3-497a-b20d-b1b94bb8b99e,11-01-2023 23:50,23.80151414,69.77874514,174.724785,305.1223919,7659,62.20542801,0.281286488,compute,medium,,1
,24-01-2023 05:22,77.60049179,21.86187728,994.4761231,230.5832544,8013,62.45485113,0.440862275,network,high,completed,1
e9eff1bd-2676-4f8a-8bf9-c9842e41717a,21-01-2023 22:15,2.37681322,31.46746717,398.410109,9.07333853,221,3.968900476,0.04076629,network,low,running,1
,21-01-2023 06:07,66.37234881,68.32073148,638.9934035,36.22143444,1558,8.427142442,0.004806763,compute,low,waiting,1
,19-01-2023 10:01,25.96147771,81.76961937,645.5720313,15.38818033,8979,51.818613,0.238616161,network,high,completed,1
62aca4c4-b675-41a9-ad37-855c4ff7ab8f,20-01-2023 03:15,12.55517031,31.01733549,982.4471862,184.6915022,8234,88.4043469,0.926437861,io,,waiting,1
ca4fc30c-bcb1-4276-b4c6-5883212a2c18,11-01-2023 05:04,33.3118083,32.64405728,40.99593558,60.58186388,3139,66.68487433,0.078551565,network,,completed,1
8797df4b-884b-4863-833c-54fda8e82b05,26-01-2023 03:16,20.65186888,35.42298813,127.280988,343.2714044,5582,31.53956023,0.154852578,compute,medium,waiting,1
c93f5cfc-00d1-4ced-a470-64522e211ec7,09-01-2023 00:45,59.3678488,85.85435163,308.4114407,69.38760035,6318,78.66393517,0.089044579,io,medium,,1
a6a8a637-e10c-4799-8410-9d4e41fb6738,10-01-2023 06:58,53.53824273,29.89983748,413.6039284,291.9238737,9852,82.80898592,0.156013875,compute,low,completed,1
,27-01-2023 17:53,56.85810819,55.81503723,249.7532356,334.3504604,6214,,0.478401648,network,high,completed,1
6bbb0451-6add-4239-9710-980ae736b9f1,22-01-2023 01:53,5.14108653,85.31212392,408.1207588,109.6555851,8981,,0.027077769,network,low,completed,1
68743038-41c5-475c-908e-eab721b110df,20-01-2023 08:52,42.53227593,73.05611534,425.8374015,258.703665,1882,14.76331811,0.232819072,network,low,running,1
d06015d3-ac97-459d-8124-26f1ac0e47b7,06-01-2023 03:41,36.65611154,50.58442762,616.6083431,,9761,63.78611672,0.071389367,network,low,running,1
c562345b-91b0-4680-a3ba-f7d4c0a3d3d7,06-01-2023 10:10,1.722348308,,297.9978575,163.2192564,9975,36.72514643,0.204190828,compute,low,completed,1
5556d9ef-6274-4533-b6a3-3cd0148de25e,22-01-2023 13:47,,24.46292603,452.3484221,86.86471869,4973,85.40472382,0.527616162,,low,completed,1
55b77065-8001-40f9-8f69-74d1863a2893,29-01-2023 04:52,35.87245286,3.770039618,40.82718528,481.2672131,614,17.26546875,0.22730126,network,high,completed,1
,30-01-2023 12:49,6.273967673,,416.5605584,430.8191931,9924,80.48720269,0.199645977,compute,low,completed,1
40f5a5ff-7efa-49d6-a815-973d47119c12,03-01-2023 02:00,99.91017767,72.04194246,963.4584913,439.5400503,812,,0.88274659,io,medium,waiting,1
8ec0ebeb-414b-42ae-9c8d-9da317d2084a,24-01-2023 05:18,85.46041336,0.089366135,379.8214209,323.6454705,5370,86.86244624,0.041902555,io,medium,running,1
b3bc6ce7-a363-41af-b804-e4b5c132c313,25-01-2023 04:16,4.755429323,2.426165699,979.9171352,258.7783989,7242,78.1613682,,network,high,completed,1
13fc40e1-8ff3-46b3-961f-8eb57fd3c062,19-01-2023 00:50,40.15426058,19.44861342,700.4351128,227.1770545,3747,63.57365911,0.056115506,network,low,completed,1
,15-01-2023 12:07,34.25546179,4.787247849,645.5108625,461.091041,8767,42.75857517,0.079685803,io,medium,running,1
d9dadc55-9e74-48f3-9967-3db37cbf94ef,16-01-2023 10:22,0.178911865,96.77455405,116.7882564,453.8880429,4390,54.41908725,0.478636735,network,medium,running,1
37c1fa01-dbb6-49ef-a049-a4d00c3766e4,29-01-2023 09:17,81.01415422,50.18424846,802.6953083,127.4965708,7458,12.21051705,0.032876973,compute,low,waiting,1
,08-01-2023 08:15,,75.6666784,20.52732062,475.2466771,9553,22.42386654,0.111997647,io,high,,1
bddb136a-e922-4fe1-8920-0866dc941bd3,15-01-2023 22:16,17.5419966,0.041165315,33.10772401,118.3873747,8354,,0.130662609,network,,waiting,1
2f0c2b14-fd94-4f8d-a237-7409726511a9,17-01-2023 06:41,17.19880074,90.17573449,986.5732657,430.849521,7496,25.42211278,0.054950201,network,high,completed,1
2dbdb077-c73a-46fa-9b0d-4ba610b58fb5,22-01-2023 05:15,0.812304709,78.49764197,297.1661725,289.1635727,4690,61.69065425,0.145938728,io,,waiting,1
4e79954c-eff0-481b-9930-e837b40b6746,27-01-2023 19:37,1.087947121,83.63445291,397.1564883,,5758,5.9848824,0.026310596,io,medium,waiting,1
2a047d17-1d6c-48ee-9622-57b13e1077df,04-01-2023 02:09,42.57593923,78.54882341,859.7473833,224.3746063,7303,33.88018829,0.258049763,compute,medium,running,1
0d1cf93c-9f38-4968-a7a8-3024cf07168c,28-01-2023 18:27,81.6409626,,708.8104838,470.2581628,,1.772844396,0.050283483,network,high,waiting,1
9caaa478-ca2b-4c16-a4f2-f6056cfe71fe,13-01-2023 16:55,20.713915,5.42065759,987.2053084,296.1439307,9757,59.12796419,0.340266983,network,low,running,1
8eb4b69a-14a2-430d-8354-9bb46987d219,20-01-2023 06:36,22.20848565,13.16038633,862.8142886,,8040,30.68949796,0.196282135,,medium,completed,1
eaaa709a-4236-47b6-b92c-5bcf62bfb07b,16-01-2023 12:19,61.57404304,35.26396113,771.718252,62.10548266,3475,,0.282013042,io,high,,1
62a92bc4-00b4-460e-af66-e460a3aa0788,12-01-2023 18:57,42.59477612,9.961562446,953.2044669,,5336,90.80477985,0.29018317,compute,low,waiting,1
,18-01-2023 06:02,54.54324548,67.83574757,332.6267128,406.0967148,3135,51.43023847,0.061039783,network,low,waiting,1
e1a1b5eb-74fc-42a4-9ce9-335e80032d64,24-01-2023 14:46,69.80902525,45.55640261,173.217483,384.5718389,3213,87.09335649,0.227520018,network,medium,running,1
9a9e0cd9-862f-485c-9fc8-ed824b3b469f,25-01-2023 11:55,29.24248106,82.51807075,301.0178435,495.9078697,1150,0.517186259,0.281507729,compute,,running,1
67ad2ee2-b881-48c0-a484-ae675a8e3930,25-01-2023 05:53,,39.46749476,87.85140562,21.0024581,1878,94.02931396,0.472852754,network,low,completed,1
961894f4-f8e6-4b47-ba43-0bee5d33307c,24-01-2023 18:39,,98.70397932,988.2629289,471.617652,5660,,0.243168082,network,low,running,1
97a5c3a8-bb95-445e-863b-7fee0be7f028,25-01-2023 13:12,43.68348856,,862.1772971,187.0738797,603,57.1686552,0.099159525,network,low,running,1
d8f10637-6e6b-42c7-9619-3305c7e6827a,18-01-2023 08:04,94.9003056,46.49669596,642.0884754,247.8074503,2678,45.79731401,0.203718318,,high,waiting,1
f71ea652-f6da-41be-8c80-664a2b206b58,10-01-2023 22:53,99.48453661,53.73870347,329.4482091,419.0699056,4844,,0.620510524,network,medium,completed,1
8abb992c-6316-400b-9ebb-3bcce795cd32,13-01-2023 01:42,,2.367690795,904.0033178,112.2373402,9834,77.75376818,,compute,medium,completed,1
c7752484-80f1-442d-a4c4-10bf2b3b32be,22-01-2023 05:28,20.08246318,,820.8698329,24.73819744,4023,96.56016304,0.239750636,compute,low,completed,1
,01-01-2023 16:29,60.96101624,76.1335618,321.7936248,184.142838,,7.93518962,0.06657371,io,,running,1
,04-01-2023 18:21,67.48173516,13.88971945,187.6595211,348.0787748,46,52.97687788,0.189622894,network,high,,1
4c778ba2-e0d6-4376-af6c-5a6bb8e95fe8,18-01-2023 07:04,32.39400085,,590.4444143,4.869527663,5374,66.33319427,0.056513476,compute,medium,waiting,1
aa5333fb-8915-4e89-96fa-02a712b68b7a,20-01-2023 04:44,15.1225326,,,394.4050116,4561,69.84727779,0.230828427,compute,low,running,1
,02-01-2023 23:59,84.59140427,59.6638698,387.9539375,142.3511168,9272,97.6326464,0.125229299,compute,high,running,1
fd97b4de-0378-46ce-b38c-050b47eda4ac,31-01-2023 04:23,93.91072828,3.791510785,919.4617115,367.8676505,,7.572668877,0.177269717,io,high,waiting,1
1d98c51c-7f95-4514-8c02-e7b4d3ac245c,21-01-2023 12:52,9.955146317,95.63800676,746.9947963,134.1557301,5979,43.35328029,0.470320759,network,medium,running,1
31588bb9-1b2d-44d8-9308-06f709630b6a,10-01-2023 16:31,98.1641876,1.992710452,202.7957497,191.9748486,,75.58042428,0.983973918,network,low,waiting,1
1843856b-7456-42d8-93b0-49d6c6052434,24-01-2023 08:50,60.10596762,52.12900873,,446.8026531,7566,58.47202629,0.246705208,io,medium,running,1
7b459062-96bd-43d2-8548-6f98c763f3ee,18-01-2023 12:33,90.26263497,18.3431624,83.33253426,468.9486201,1905,2.148966993,0.091521809,compute,medium,waiting,1
ab7d631f-8789-489c-a650-ebab1ffd4ff1,02-01-2023 02:44,70.86861141,83.99226675,261.3855332,327.4462698,8734,57.07286432,0.114472619,io,,waiting,1
1060825f-cc19-4a87-a958-0b69c6c7942c,04-01-2023 22:33,,43.00993133,753.0670329,426.2678109,,58.25385679,0.255030876,network,medium,waiting,1
ad897b6f-3366-499f-84c3-179db2ae74bb,19-01-2023 06:00,90.71107659,44.86005854,275.0266979,227.3511678,6167,77.15574597,0.27051576,compute,low,waiting,1
0ee8474d-3698-4c7f-83cd-ad4687fd4936,11-01-2023 17:42,16.25640411,57.32570382,515.4142606,,6619,51.11158026,0.013125213,compute,low,waiting,1
bf5501c4-56ce-4f87-9534-fb46e4155831,05-01-2023 21:26,20.15638305,85.45505609,809.9969214,195.3386217,9401,1.338893879,0.076829819,compute,high,waiting,1
db242e4f-ff35-4456-b96f-9bde3022975e,07-01-2023 23:03,30.78913601,,942.2944812,22.12718734,9042,35.16617086,0.267499576,network,medium,running,1
b2ec4183-b70e-4292-b28d-5d60cf7f6b96,29-01-2023 00:27,22.07634133,10.57866899,329.758043,,,17.86591469,0.275863754,,high,completed,1
4d6fc325-2652-4af8-94ab-672eb79493c3,31-01-2023 22:36,32.51011792,31.07512835,596.0383529,,8608,43.09325773,0.161725198,compute,high,running,1
30c408e2-40f0-4152-bbd7-7cba2ba0ddcf,02-01-2023 11:33,29.10150365,86.10618694,704.567846,301.0510131,3870,70.84070666,0.088624971,,,waiting,1
1d889ee6-bebd-48a1-be8d-b2d6a0f4d009,08-01-2023 08:58,36.88460105,2.706350858,314.4337447,197.0794724,9412,84.03714943,0.026668789,network,low,running,1
8cb14921-0f93-42f5-9926-475e2942cb07,29-01-2023 11:55,,94.26528391,549.529965,371.1078125,7680,45.40231982,0.55112353,compute,high,completed,1
,20-01-2023 12:41,67.28563519,66.63568561,523.7225626,19.49954506,445,5.719084511,0.143379618,io,low,waiting,1
4f837a57-e2d7-42b3-b370-df68987c7a0d,19-01-2023 15:08,37.52597749,64.8409074,,10.65646051,4055,56.72193526,0.013935316,io,low,waiting,1
bdee66e7-df12-4307-a887-c85c8f4910ec,03-01-2023 15:09,65.60437342,89.68418968,284.4794891,278.555074,9722,,,network,medium,completed,1
247a784b-e943-4ff2-9fe4-3cc7179fd51f,24-01-2023 11:27,38.02100356,74.20666767,535.2783169,137.8979044,7232,44.50115887,0.2591729,network,medium,waiting,1
,11-01-2023 09:40,92.57859727,18.16231622,413.8362414,267.3198481,5259,91.46997963,0.017224422,compute,medium,waiting,1
13001a52-aee0-42b3-9d62-3e56a0a583ee,23-01-2023 16:42,52.68678804,32.12219555,837.7548217,227.6709672,60,86.37945743,0.298803193,compute,high,waiting,1
5368710d-6de1-47ce-80eb-fe763082de58,16-01-2023 21:52,6.382402305,95.49087265,390.4832421,181.781205,4520,75.34521201,0.858233534,compute,,,1
,06-01-2023 07:03,92.8661016,45.68427041,,141.6841241,1831,,0.109950258,network,medium,completed,1
33904f2a-16ee-4d9d-b117-9eb98d447d6f,02-01-2023 22:56,95.40073018,83.43133135,138.6580767,8.633138137,9068,8.887392153,0.076341522,io,low,waiting,1
,16-01-2023 20:12,82.48710981,12.24976914,619.8839743,367.2293249,50,98.92470858,0.032320608,,high,running,1
284c5cb0-33ba-426d-8766-0be616ec7bb2,30-01-2023 22:31,32.87531848,36.40350322,965.1351941,41.17200542,2657,65.55744037,0.608600546,network,high,waiting,1
f4464754-a0d3-4a62-94dc-ebd0deda7a32,10-01-2023 04:01,,70.47435512,930.214837,,6138,71.16029589,0.804335114,,medium,completed,1
b2265680-2be7-4c4b-a678-6894c6638b54,16-01-2023 08:28,18.11400469,50.90927964,243.5394486,461.1067818,2489,55.38513557,0.283435149,io,low,completed,1
84674c34-5a6f-45be-8379-709519eef974,15-01-2023 04:18,37.89750006,14.97426485,349.9765958,236.1343143,6775,57.27728786,0.141356813,compute,medium,waiting,1
,04-01-2023 15:51,12.00934116,64.8199803,995.2657466,387.8499968,7948,32.77676941,0.600231647,io,medium,completed,1
6513d529-1a28-4695-a69a-cd09ecb70faf,08-01-2023 18:16,,28.32044959,,47.67779478,9293,5.472811946,0.166241368,network,medium,completed,1
424719c0-debb-447e-997d-d1e9a68976fb,03-01-2023 06:47,62.80329262,93.12464312,964.582793,61.73762035,2259,49.46331937,0.719991612,io,high,running,1
3ec47e7f-1991-401b-a944-d9418e49eb13,27-01-2023 08:44,6.186669002,,852.3306786,484.8259527,7036,23.93319548,0.094610304,compute,low,waiting,1
fe573c3d-7ce3-4ed5-8892-bc9434b639d8,27-01-2023 18:43,40.57681065,91.63069034,622.0905126,7.547389005,1093,14.28300058,0.163070758,network,high,waiting,1
0655c473-bd4f-462d-add7-190a483cc541,17-01-2023 09:20,,78.78624783,678.933176,,7107,52.11106996,0.063814098,network,low,completed,1
14333a04-c61d-496b-a851-974ff5792a73,16-01-2023 13:03,48.36848913,59.49498772,689.5881052,372.0407328,7058,25.17281504,0.157432215,compute,high,waiting,1
1bf9cadb-4284-4e8d-bac0-7f4f253afb5d,23-01-2023 11:10,,72.24576119,307.3185237,56.97866413,927,,0.628247661,io,medium,completed,1
4a7fbd00-7e3b-44de-9d75-c6cc8fe1f3bb,03-01-2023 14:55,77.94480607,55.36527671,983.1218149,202.0531837,2312,14.84300683,0.39974235,network,high,waiting,1
930ed944-8515-4988-9959-edb9adb44d7d,19-01-2023 04:56,97.06083232,55.74935564,10.08858981,355.9824816,,4.054188056,0.148642928,io,medium,completed,1
0adff367-b371-4218-a23f-94c2c6b08a54,05-01-2023 19:11,86.4706085,38.14884297,319.3921073,347.9586299,2677,99.52220625,0.262681535,,high,completed,1
6ebc7590-4fd7-42db-8b4b-1ea79857368a,27-01-2023 18:28,78.06058129,47.33803014,787.6181709,415.1608142,1739,89.44971616,0.169447358,io,medium,waiting,1
1d415a56-a91f-4f3d-820e-9fb9e6db7eb8,27-01-2023 01:09,,40.1131152,548.2650903,72.63783691,2463,90.80922104,,network,medium,completed,1
58f5a3ec-e308-488a-be7b-d2397db6b7cc,12-01-2023 13:03,,40.6445774,967.9550272,216.7383789,,72.27961684,0.581349311,io,high,waiting,1
ffdd86dc-975e-4087-9a1d-0ac1c7d80a09,27-01-2023 05:07,,94.74366701,4.100256452,398.075679,,68.06019729,0.004779129,network,high,completed,1
938873e4-7036-4392-b2e6-664f08e3e539,15-01-2023 10:24,,2.862208631,,465.8777587,1371,88.93733624,0.020526323,network,high,running,1
9fec7d07-269b-4fd3-804e-5d3e30cebbd7,31-01-2023 09:25,,41.82637689,370.4315412,181.1236867,384,93.95737155,0.079255397,compute,high,completed,1
92726339-ac98-463a-bf23-d23df651c0e2,29-01-2023 10:44,8.847530047,99.97627226,391.8965019,129.6202185,1559,4.472621343,0.939757523,io,medium,running,1
9bbf1b15-168b-4608-a359-9974a93c2c12,24-01-2023 22:14,2.467053123,66.56988984,991.7773528,237.016368,1894,53.81531794,0.307335413,compute,low,running,1
,20-01-2023 23:00,5.855812695,1.873589616,499.0799214,154.0598351,3563,,0.173576816,network,,running,1
35835c45-d6a4-4434-bc6d-3601c96897e5,16-01-2023 02:58,23.62570429,39.86715843,,274.2864912,8202,68.84043328,0.295142173,network,low,completed,1
5a6182a0-8f5e-4e0a-920f-1e17ab5ed6c9,03-01-2023 04:24,93.74108794,42.73757929,554.6690529,19.2537065,4244,16.79786256,0.075689808,network,low,running,1
6f33cce0-6e9c-4e8a-afd0-823382c9cd47,26-01-2023 14:49,62.51229935,92.76158099,322.5245886,481.8994747,1442,48.85318497,0.026544622,network,,running,1
e7a32762-8440-494d-a483-b91a996cd4d0,20-01-2023 13:09,1.114326748,92.01793048,709.4193101,491.9875499,5291,29.86606722,0.433201215,io,medium,completed,1
7392f8bf-b7e1-48e2-a1a2-d6da5ef0930e,05-01-2023 00:22,78.18427557,94.79425652,169.0912679,340.3513259,6005,12.53599768,0.103479875,,,completed,1
d5feeef6-89a9-48db-a622-b1c181f3a4d8,13-01-2023 10:26,1.65554421,14.28847171,528.6987258,323.7344693,1161,,0.892462848,io,high,completed,1
1de151fa-c4ec-4274-8297-39bf8d51f5c6,17-01-2023 19:09,27.37642432,65.12020852,550.387607,,3162,,0.555399019,compute,medium,completed,1
14f46ba1-06c1-4950-ab97-af39c0b61e8f,25-01-2023 10:03,89.75313058,25.02596562,180.0675373,428.7913334,5936,,0.003598745,io,medium,running,1
b3653798-8bd1-45c4-8f25-c06a8c155e0d,06-01-2023 11:21,64.54059082,86.31478621,933.4093063,405.7719674,7880,96.30474017,0.010075898,io,medium,,1
d4a1439d-8418-45b2-b8b1-6067bfa3a10a,12-01-2023 11:20,15.35527342,30.90926622,410.8981055,373.5687841,7006,6.554960745,0.247728154,compute,high,running,1
dd74ca18-4923-4e2b-be66-bbb72b671241,05-01-2023 20:33,28.69183534,27.35330983,115.4113824,301.5379833,7805,,0.43756656,network,,completed,1
6bce7b40-3b3c-4f1b-b770-e462b6abfa49,03-01-2023 20:42,28.48608298,62.44905921,602.132539,205.1699305,1658,57.33274057,0.231925659,compute,,completed,1
defa2f2a-f093-4166-89bc-13dde4cca6e2,18-01-2023 21:47,74.64685954,91.86889632,600.2160134,439.139823,4893,50.44053402,0.245047432,compute,,waiting,1
e145f7c8-9785-43c9-9f55-4b884fce35b9,04-01-2023 10:20,25.20198292,69.83665158,393.9984789,489.1740032,9788,96.38212974,0.210622242,io,low,,1
13638bc9-1c51-4d4f-95b4-a56c20e33028,09-01-2023 17:11,24.05549062,42.25871493,962.0611849,176.2914507,,69.43170545,0.393772925,compute,low,running,1
b64f8ab7-c6e5-41cc-80c5-6eac57f739aa,23-01-2023 22:32,56.18676309,71.15037626,323.4515298,,6704,39.89394177,0.175084666,io,medium,running,1
42dbfb68-a603-46a6-af4e-b414758e3d86,13-01-2023 13:27,,91.65688753,221.4720128,499.623673,817,23.83499177,0.744055916,network,low,completed,1
7d5a31fe-1de8-4741-ad24-c7185bd887b7,17-01-2023 22:32,98.04544955,,104.4535999,49.68921247,3298,58.20684711,0.18438129,io,high,waiting,1
feceb6b9-1a76-4637-bd42-dd2075d8038a,04-01-2023 02:55,71.37324788,,68.1952231,405.0342246,5017,72.62820467,0.175538466,compute,medium,completed,1
